Territoire;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;1138;748;390;3;660;50;16;11;5;2;1;0;0;4;318;43;11;2;3;5;3;1;0
Région Flandre;630;428;202;2;383;22;5;10;5;1;0;0;0;4;170;18;5;1;2;2;0;0;0
Région Wallonie;334;214;120;1;195;11;5;1;0;1;0;0;0;0;99;12;4;1;1;1;1;1;0
Région Région de Bruxelles-capitale;174;106;68;0;82;17;6;0;0;0;1;0;0;0;49;13;2;0;0;2;2;0;0
Prov Brabant flamand;126;85;41;0;73;8;1;2;1;0;0;0;0;1;30;8;1;1;0;0;0;0;0
Prov Flandre occidentale;97;58;39;1;56;1;0;0;0;0;0;0;0;2;34;1;1;0;0;1;0;0;0
Prov Flandre orientale;177;120;57;0;107;8;2;1;2;0;0;0;0;0;52;4;0;0;1;0;0;0;0
Prov Anvers;150;110;40;0;98;3;1;6;1;1;0;0;0;1;33;5;1;0;0;0;0;0;0
Prov Limbourg;80;55;25;1;49;2;1;1;1;0;0;0;0;0;21;0;2;0;1;1;0;0;0
Prov Brabant wallon;41;29;12;0;26;1;0;1;0;1;0;0;0;0;11;1;0;0;0;0;0;0;0
Prov Hainaut;108;67;41;1;61;3;2;0;0;0;0;0;0;0;36;3;2;0;0;0;0;0;0
Prov Liège;109;72;37;0;64;6;2;0;0;0;0;0;0;0;27;6;1;1;1;1;0;0;0
Prov Namur;49;31;18;0;29;1;1;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0
Prov Luxembourg;27;15;12;0;15;0;0;0;0;0;0;0;0;0;7;2;1;0;0;0;1;1;0
Prov Région de Bruxelles-capitale;174;106;68;0;82;17;6;0;0;0;1;0;0;0;49;13;2;0;0;2;2;0;0
